op,shop,productId,name,size,qty,destination,basis
heal,marathon-pe,p1777973935724,"Adidas Montreal 76 White Black",8,-1,-,negative-to-zero
heal,marathon-pe,p1777973935724,"Adidas Montreal 76 White Black",_,-1,-,negative-to-zero
heal,marathon-pe,p1777974019392,"On Cloudvista 2 White Navy Grey",_,-1,-,negative-to-zero
heal,marathon-pe,p1777974732558,"Adidas Samba Wonder White Maroon",_,-1,-,negative-to-zero
heal,marathon-pe,p1777974765700,"Adidas Samba White Core Black",6,-1,-,negative-to-zero
heal,marathon-pe,p1777974765700,"Adidas Samba White Core Black",10,-1,-,negative-to-zero
heal,marathon-pe,p1777974810579,"Adidas Samba White Green Stripe",7,-1,-,negative-to-zero
heal,marathon-pe,p1777975164620,"New Balance 2000 White",8,-1,-,negative-to-zero
heal,marathon-pe,p1777975415520,"New Balance 9060 Navy Beige",9,-2,-,negative-to-zero
heal,marathon-pe,p1777975415520,"New Balance 9060 Navy Beige",_,-1,-,negative-to-zero
heal,marathon-pe,p1777976170115,"New Balance Fresh Foam 1 Brown",8,-1,-,negative-to-zero
heal,marathon-pe,p1777976170115,"New Balance Fresh Foam 1 Brown",9,-1,-,negative-to-zero
heal,marathon-pe,p1777976287385,"New Balance 530 White",_,-1,-,negative-to-zero
heal,marathon-pe,p1777976675055,"Polo Ralph Lauren Heritage Court II Black White",8,-1,-,negative-to-zero
heal,marathon-pe,p1777976923826,"Lacoste L-Guard Breaker Black Grey Green",10,-3,-,negative-to-zero
heal,marathon-pe,p1777977696190,"Lacoste Audyssol White",_,-1,-,negative-to-zero
heal,marathon-pe,p1777978169817,"Lacoste Audysol Black Grey Neon Yellow",7,-2,-,negative-to-zero
heal,marathon-pe,p1777978169817,"Lacoste Audysol Black Grey Neon Yellow",9,-2,-,negative-to-zero
heal,marathon-pe,p1777978229912,"Nike Air Force 1 Black Swoosh Outline White",3,-1,-,negative-to-zero
heal,marathon-pe,p1777978392548,"Lacoste Audyssol Navy White",6,-1,-,negative-to-zero
heal,marathon-pe,p1777978392548,"Lacoste Audyssol Navy White",9,-2,-,negative-to-zero
heal,marathon-pe,p1777978758562,"Lacoste Audyssor Green Orange",6,-1,-,negative-to-zero
heal,marathon-pe,p1777978758562,"Lacoste Audyssor Green Orange",9,-2,-,negative-to-zero
heal,marathon-pe,p1777978758562,"Lacoste Audyssor Green Orange",_,-1,-,negative-to-zero
heal,marathon-pe,p1777978800118,"Lacoste Audysol White",7,-2,-,negative-to-zero
heal,marathon-pe,p1777979068865,"Lacoste T-Clip Winter Brown",7,-1,-,negative-to-zero
heal,marathon-pe,p1777979068865,"Lacoste T-Clip Winter Brown",_,-1,-,negative-to-zero
heal,marathon-pe,p1777979187820,"Lacoste Powercourt White Navy Red",6,-1,-,negative-to-zero
heal,marathon-pe,p1777979256775,"Nike Air Force 1 '07 Essential Summit White",6,-1,-,negative-to-zero
heal,marathon-pe,p1777979392699,"Lacoste Gripshot Black",7,-1,-,negative-to-zero
heal,marathon-pe,p1777979392699,"Lacoste Gripshot Black",_,-1,-,negative-to-zero
heal,marathon-pe,p1777979431089,"Lacoste Gripshot White",7,-1,-,negative-to-zero
heal,marathon-pe,p1777979453080,"Nike Air Force 1 White Yellow Logo",6,-1,-,negative-to-zero
heal,marathon-pe,p1777979582784,"Lacoste Court Cage White Yellow Green",8,-1,-,negative-to-zero
heal,marathon-pe,p1777979614146,"Lacoste Court Cage Green White",9,-1,-,negative-to-zero
heal,marathon-pe,p1777979647724,"Lacoste Court Cage Brown White",10,-1,-,negative-to-zero
heal,marathon-pe,p1777979684653,"Lacoste Court Cage Black White",11,-1,-,negative-to-zero
heal,marathon-pe,p1777979684653,"Lacoste Court Cage Black White",_,-1,-,negative-to-zero
heal,marathon-pe,p1777979694047,"Nike Air Force 1 White",5,-1,-,negative-to-zero
heal,marathon-pe,p1777979694047,"Nike Air Force 1 White",6,-5,-,negative-to-zero
heal,marathon-pe,p1777979694047,"Nike Air Force 1 White",_,-2,-,negative-to-zero
heal,marathon-pe,p1777979953766,"Lacoste L-Guard Breaker White",6,-1,-,negative-to-zero
heal,marathon-pe,p1777980623278,"Lacoste Spinor Textured Chunky Black",9,-1,-,negative-to-zero
heal,marathon-pe,p1777980827731,"Lacoste L003 Neo Shot White",8,-1,-,negative-to-zero
heal,marathon-pe,p1777980827731,"Lacoste L003 Neo Shot White",9,-1,-,negative-to-zero
heal,marathon-pe,p1777980865648,"Lacoste L003 Neo Shot Red",8,-1,-,negative-to-zero
heal,marathon-pe,p1777980865648,"Lacoste L003 Neo Shot Red",10,-2,-,negative-to-zero
heal,marathon-pe,p1777980918979,"Lacoste Elite Active Off White",8,-2,-,negative-to-zero
heal,marathon-pe,p1777980999523,"Lacoste Elite Active Black Red",11,-1,-,negative-to-zero
heal,marathon-pe,p1777981900566,"Lacoste Powercourt White Blue",_,-1,-,negative-to-zero
heal,marathon-pe,p1777981905299,"Lacoste T-Clip Boot Black White Yellow",9,-1,-,negative-to-zero
heal,marathon-pe,p1777982149507,"Lacoste T Clip Boot Brown",_,-1,-,negative-to-zero
heal,marathon-pe,p1777982379459,"Lacoste Gripshot Mid Green",6,-1,-,negative-to-zero
heal,marathon-pe,p1777984161331,"Lacoste Gripshot Off White Blue Orange",7,-2,-,negative-to-zero
heal,marathon-pe,p1777984220332,"Lacoste Missouri Mid Green",6,-3,-,negative-to-zero
heal,marathon-pe,p1777984220332,"Lacoste Missouri Mid Green",_,-1,-,negative-to-zero
heal,marathon-pe,p1777984287015,"Lacoste Missouri Mid Green Grey",9,-1,-,negative-to-zero
heal,marathon-pe,p1777984382288,"Lacoste Marice Lace White Canvas",7,-1,-,negative-to-zero
heal,marathon-pe,p1777984453577,"New Balance 1000 Red",10,-1,-,negative-to-zero
heal,marathon-pe,p1777984462991,"Lacoste Ramer LCR2 White Canvas",6,-1,-,negative-to-zero
heal,marathon-pe,p1777984462991,"Lacoste Ramer LCR2 White Canvas",10,-1,-,negative-to-zero
heal,marathon-pe,p1777984605135,"New Balance 1000 Brown Black",3,-2,-,negative-to-zero
heal,marathon-pe,p1777984605135,"New Balance 1000 Brown Black",4,-1,-,negative-to-zero
heal,marathon-pe,p1777984605135,"New Balance 1000 Brown Black",6,-1,-,negative-to-zero
heal,marathon-pe,p1777986398303,"New Balance 9060 Pink",3,-1,-,negative-to-zero
heal,marathon-pe,p1777986398303,"New Balance 9060 Pink",4,-1,-,negative-to-zero
heal,marathon-pe,p1777986398303,"New Balance 9060 Pink",5_5,-1,-,negative-to-zero
heal,marathon-pe,p1777986497098,"New Balance 9060 Blue/Pink",_,-1,-,negative-to-zero
heal,marathon-pe,p1777986690526,"New Balance 9060 Brown Pink",4,-2,-,negative-to-zero
heal,marathon-pe,p1777986690526,"New Balance 9060 Brown Pink",5_5,-1,-,negative-to-zero
heal,marathon-pe,p1777986690526,"New Balance 9060 Brown Pink",_,-1,-,negative-to-zero
heal,marathon-pe,p1777987079129,"New Balance 9060 Pink Grey",5,-1,-,negative-to-zero
heal,marathon-pe,p1777989137009,"Lacoste Gripshot Off White",_,-1,-,negative-to-zero
heal,marathon-pe,p1777989306216,"Lacoste Gripshot Mid Green",7,-1,-,negative-to-zero
heal,marathon-pe,p1777989424282,"Lacoste Gripshot Mid White",8,-1,-,negative-to-zero
heal,marathon-pe,p1777989424282,"Lacoste Gripshot Mid White",9,-1,-,negative-to-zero
heal,marathon-pe,p1777989484106,"Timberland GreenStride Motion 6 Low Black",_,-2,-,negative-to-zero
heal,marathon-pe,p1777990411019,"Timberland Motion 6 Mid Black",6,-1,-,negative-to-zero
heal,marathon-pe,p1777990411019,"Timberland Motion 6 Mid Black",9,-1,-,negative-to-zero
heal,marathon-pe,p1777990491627,"Timberland Motion 6 Mid Wheat",8,-1,-,negative-to-zero
heal,marathon-pe,p1777990491627,"Timberland Motion 6 Mid Wheat",10,-2,-,negative-to-zero
heal,marathon-pe,p1777990658712,"Timberland Premium 6-Inch Wheat",8,-2,-,negative-to-zero
heal,marathon-pe,p1777990658712,"Timberland Premium 6-Inch Wheat",9,-6,-,negative-to-zero
heal,marathon-pe,p1777990658712,"Timberland Premium 6-Inch Wheat",10,-1,-,negative-to-zero
heal,marathon-pe,p1777990658712,"Timberland Premium 6-Inch Wheat",_,-1,-,negative-to-zero
heal,marathon-pe,p1777990737175,"Timberland Premium 6-Inch Green",7,-1,-,negative-to-zero
heal,marathon-pe,p1777990737175,"Timberland Premium 6-Inch Green",8,-1,-,negative-to-zero
heal,marathon-pe,p1777990737175,"Timberland Premium 6-Inch Green",9,-1,-,negative-to-zero
heal,marathon-pe,p1777990776633,"Timberland Premium 6-Inch Green Purple",7,-1,-,negative-to-zero
heal,marathon-pe,p1777990818579,"Timberland Premium 6-Inch Light Green",9,-1,-,negative-to-zero
heal,marathon-pe,p1777990941059,"Timberland 6-Inch Premium Waterproof Boot Khaki",_,-1,-,negative-to-zero
heal,marathon-pe,p1777991362840,"Nike ACG Hiking Boot Black Grey",_,-1,-,negative-to-zero
heal,marathon-pe,p1777991583998,"Nike SB Dunk Low Supreme Yellow Grey Black",_,-1,-,negative-to-zero
heal,marathon-pe,p1777991981146,"Nike Killshot 2 Black Gum",6,-1,-,negative-to-zero
heal,marathon-pe,p1778139620221,"Air Jordan 1 Low SE Black Cream",_,-1,-,negative-to-zero
heal,marathon-pe,p1778139984873,"Jordan 1 Low SE Phantom Repaired Denim Swoosh",6,-1,-,negative-to-zero
heal,marathon-pe,p1778139984873,"Jordan 1 Low SE Phantom Repaired Denim Swoosh",9,-1,-,negative-to-zero
heal,marathon-pe,p1778141093097,"Jordan Air Jordan 4 Retro Low Black White Red",_,-1,-,negative-to-zero
heal,marathon-pe,p1778141196522,"Air Jordan 4 Retro Low Cream",_,-1,-,negative-to-zero
heal,marathon-pe,p1778142335746,"Air Jordan 1 Retro High OG SP Dusted Clay",7,-1,-,negative-to-zero
heal,marathon-pe,p1778142335746,"Air Jordan 1 Retro High OG SP Dusted Clay",8,-1,-,negative-to-zero
heal,marathon-pe,p1778142335746,"Air Jordan 1 Retro High OG SP Dusted Clay",9,-1,-,negative-to-zero
heal,marathon-pe,p1778142335746,"Air Jordan 1 Retro High OG SP Dusted Clay",10,-1,-,negative-to-zero
heal,marathon-pe,p1778142335746,"Air Jordan 1 Retro High OG SP Dusted Clay",_,-1,-,negative-to-zero
heal,marathon-pe,p1778142338746,"Adidas Campus Black White",_,-1,-,negative-to-zero
heal,marathon-pe,p1778142398790,"Air Jordan 1 High Zoom Air CMFT 2 Día de Muertos",_,-1,-,negative-to-zero
heal,marathon-pe,p1778142478269,"Air Jordan 1 Retro High OG Dark Mocha",7,-1,-,negative-to-zero
heal,marathon-pe,p1778142478269,"Air Jordan 1 Retro High OG Dark Mocha",10,-1,-,negative-to-zero
heal,marathon-pe,p1778142775652,"Adidas Lightweight Circuit White Pink",5,-1,-,negative-to-zero
heal,marathon-pe,p1778142815027,"Air Jordan 13 White Black Red",9,-1,-,negative-to-zero
heal,marathon-pe,p1778142858953,"Air Jordan 13 Black White",_,-1,-,negative-to-zero
heal,marathon-pe,p1778142998049,"Nike Air Max 96 DT Red White",_,-2,-,negative-to-zero
heal,marathon-pe,p1778143418641,"Air Jordan 4 Retro KAWS Grey",8,-1,-,negative-to-zero
heal,marathon-pe,p1778143498318,"Air Jordan 4 Retro Cozy Girl",9,-1,-,negative-to-zero
heal,marathon-pe,p1778143727154,"Air Jordan 4 White Red",_,-1,-,negative-to-zero
heal,marathon-pe,p1778143859326,"Adidas x Wales Bonner Samba Studded Pack Cream",_,-1,-,negative-to-zero
heal,marathon-pe,p1778143902036,"Adidas Samba Silver Metallic",_,-1,-,negative-to-zero
heal,marathon-pe,p1778143962193,"Adidas Samba White Halo Blue",4,-1,-,negative-to-zero
heal,marathon-pe,p1778143962193,"Adidas Samba White Halo Blue",5,-1,-,negative-to-zero
heal,marathon-pe,p1778144146893,"Adidas Samba x Feifei Ruan Black Ivory",_,-1,-,negative-to-zero
heal,marathon-pe,p1778144541007,"Diesel S-Ukiyo V2 Low Green",_,-1,-,negative-to-zero
heal,marathon-pe,p1778144674359,"Adidas Samba White Green",_,-1,-,negative-to-zero
heal,marathon-pe,p1778144705339,"diesel D2 Black White",8,-1,-,negative-to-zero
heal,marathon-pe,p1778144782330,"Diesel Fullblack",_,-1,-,negative-to-zero
heal,marathon-pe,p1778145635487,"UGG Tasman Chestnut",5,-1,-,negative-to-zero
heal,marathon-pe,p1778146631138,"Adidas x Sean Wotherspoon Gazelle Indoor Kaleidoscopic Lens",4,-1,-,negative-to-zero
heal,marathon-pe,p1778146631138,"Adidas x Sean Wotherspoon Gazelle Indoor Kaleidoscopic Lens",6,-1,-,negative-to-zero
heal,marathon-pe,p1778146721660,"Birkenstock Arizona White",6,-1,-,negative-to-zero
heal,marathon-pe,p1778146965038,"Birkenstock Arizona Suede Taupe",6,-1,-,negative-to-zero
heal,marathon-pe,p1778147827133,"New Balance 530 White",3,-1,-,negative-to-zero
heal,marathon-pe,p1778147827133,"New Balance 530 White",5,-1,-,negative-to-zero
heal,marathon-pe,p1778147827133,"New Balance 530 White",6,-1,-,negative-to-zero
heal,marathon-pe,p1778149746060,"Diesel Big D Slide Black Red",7,-1,-,negative-to-zero
heal,marathon-pe,p1778149746060,"Diesel Big D Slide Black Red",8,-2,-,negative-to-zero
heal,marathon-pe,p1778149746060,"Diesel Big D Slide Black Red",9,-2,-,negative-to-zero
heal,marathon-pe,p1778149818423,"Diesel Big D Slide Navy White",7,-2,-,negative-to-zero
heal,marathon-pe,p1778150021679,"Diesel Big D Green Orange",_,-3,-,negative-to-zero
heal,marathon-pe,p1778150117764,"Diesel Slide Red",7,-3,-,negative-to-zero
heal,marathon-pe,p1778150117764,"Diesel Slide Red",8,-1,-,negative-to-zero
heal,marathon-pe,p1778150117764,"Diesel Slide Red",10,-1,-,negative-to-zero
heal,marathon-pe,p1778150176345,"Diesel Slide Black/Red",6,-5,-,negative-to-zero
heal,marathon-pe,p1778150234766,"Diesel Slide White Red",8,-4,-,negative-to-zero
heal,marathon-pe,p1778150322622,"Diesel Slide Black White",9,-2,-,negative-to-zero
heal,marathon-pe,p1778150394300,"Diesel Slide White Red",6,-1,-,negative-to-zero
heal,marathon-pe,p1778150396547,"Diesel Slide Red White",7,-1,-,negative-to-zero
heal,marathon-pe,p1778150396547,"Diesel Slide Red White",_,-1,-,negative-to-zero
heal,marathon-pe,p1778150447748,"Diesel Slide Black White",6,-3,-,negative-to-zero
heal,marathon-pe,p1778150447748,"Diesel Slide Black White",_,-2,-,negative-to-zero
heal,marathon-pe,p1778162339303,"Lacoste Spinor Gray Black",_,-1,-,negative-to-zero
heal,marathon-pe,p1778166373332,"Air Jordan 4 Retro Military Black White",_,-1,-,negative-to-zero
heal,marathon-pe,p1778244776625,"Lacoste Elite Active Black Navy",6,-1,-,negative-to-zero
heal,marathon-pe,p1778244776625,"Lacoste Elite Active Black Navy",8,-1,-,negative-to-zero
heal,marathon-pe,p1778395990881,"Lacoste Spinor White",8,-1,-,negative-to-zero
heal,marathon-pe,p1778395990881,"Lacoste Spinor White",_,-1,-,negative-to-zero
heal,marathon-pe,p1778404327722,"Nike Air Max 90 Black",8,-1,-,negative-to-zero
heal,marathon-pe,p1778404327722,"Nike Air Max 90 Black",9,-1,-,negative-to-zero
heal,marathon-pe,p1778404327722,"Nike Air Max 90 Black",_,-1,-,negative-to-zero
heal,marathon-pe,p1778482596311,"Lacoste Elite Active Black",10,-1,-,negative-to-zero
heal,marathon-pe,p1778659712559,"Lacoste Powercourt Navy Red",8,-5,-,negative-to-zero
heal,marathon-pe,p1778659712559,"Lacoste Powercourt Navy Red",_,-1,-,negative-to-zero
heal,marathon-pe,p1778659886480,"Lacoste T-Clip Black White",6,-1,-,negative-to-zero
heal,marathon-pe,p1778659886480,"Lacoste T-Clip Black White",8,-3,-,negative-to-zero
heal,marathon-pe,p1778659886480,"Lacoste T-Clip Black White",9,-1,-,negative-to-zero
heal,marathon-pe,p1778659975666,"Lacoste T-Clip Winter Outdoor Black",7,-1,-,negative-to-zero
heal,marathon-pe,p1778659975666,"Lacoste T-Clip Winter Outdoor Black",8,-4,-,negative-to-zero
heal,marathon-pe,p1778841258306,"Nike Air Max Artisan Blue White",4,-1,-,negative-to-zero
heal,marathon-pe,p1778841535230,"Nike Air Max Portal Bright Ceramic",6,-1,-,negative-to-zero
heal,marathon-pe,p1778841535230,"Nike Air Max Portal Bright Ceramic",7,-3,-,negative-to-zero
heal,marathon-pe,p1778841535230,"Nike Air Max Portal Bright Ceramic",5_5,-2,-,negative-to-zero
heal,marathon-pe,p1778841820730,"Nike Air Max Portal Canyon Pink",4,-3,-,negative-to-zero
heal,marathon-pe,p1778841820730,"Nike Air Max Portal Canyon Pink",8,-1,-,negative-to-zero
heal,marathon-pe,p1778841820730,"Nike Air Max Portal Canyon Pink",5_5,-4,-,negative-to-zero
heal,marathon-pe,p1778843940330,"Dolce & Gabbana Slide Black",6,-2,-,negative-to-zero
heal,marathon-pe,p1778844810609,"Nike Air Force 1 Anthracite Grey And Black",6,-2,-,negative-to-zero
heal,marathon-pe,p1778844810609,"Nike Air Force 1 Anthracite Grey And Black",8,-2,-,negative-to-zero
heal,marathon-pe,p1778844810609,"Nike Air Force 1 Anthracite Grey And Black",_,-1,-,negative-to-zero
heal,marathon-pe,p1778915466053,"Lacoste Powercourt White/Green",8,-1,-,negative-to-zero
heal,marathon-pe,p1778915466053,"Lacoste Powercourt White/Green",_,-1,-,negative-to-zero
heal,marathon-pe,p1778915598155,"Lacoste L-Guard Beige Brown",6,-1,-,negative-to-zero
heal,marathon-pe,p1778915871911,"Lacoste T-Clip Winter Outdoor Green",10,-1,-,negative-to-zero
heal,marathon-pe,p1778916558601,"Nike Air Force 1 Cream Dark Grey",6,-1,-,negative-to-zero
heal,marathon-pe,p1778916854779,"The North Face Never Stop Black White",7,-1,-,negative-to-zero
heal,marathon-pe,p1778916854779,"The North Face Never Stop Black White",8,-1,-,negative-to-zero
heal,marathon-pe,p1779117430618,"New Balance 1000 Green White",3,-1,-,negative-to-zero
heal,marathon-pe,p1779117430618,"New Balance 1000 Green White",5,-2,-,negative-to-zero
heal,marathon-pe,p1779117430618,"New Balance 1000 Green White",6,-1,-,negative-to-zero
heal,marathon-pe,p1779117430618,"New Balance 1000 Green White",7,-1,-,negative-to-zero
heal,marathon-pe,p1779117430618,"New Balance 1000 Green White",8,-2,-,negative-to-zero
heal,marathon-pe,p1779117430618,"New Balance 1000 Green White",9,-1,-,negative-to-zero
heal,marathon-pe,p1779278089444,"Nike Zoom Vomero Roam Green",8,-1,-,negative-to-zero
heal,marathon-pe,p1779527600206,"Air Jordan 1 Retro High Electro Orange",_,-1,-,negative-to-zero
heal,marathon-pe,p1779543774441,"Lacoste T-Clip Boot Black",6,-1,-,negative-to-zero
heal,marathon-pe,p1779543774441,"Lacoste T-Clip Boot Black",7,-1,-,negative-to-zero
heal,marathon-pe,p1779543774441,"Lacoste T-Clip Boot Black",_,-3,-,negative-to-zero
heal,marathon-pe,p1779610079819,"Lacoste Gripshot M Winter Grey Blue",9,-1,-,negative-to-zero
heal,marathon-pe,p1779610079819,"Lacoste Gripshot M Winter Grey Blue",_,-1,-,negative-to-zero
heal,marathon-pe,p1779610187496,"Lacoste T-Clip Winter Outdoor Green Black",_,-1,-,negative-to-zero
heal,marathon-pe,p1779610932616,"Lacoste Gripshot Lace Boot White Navy",_,-1,-,negative-to-zero
heal,marathon-pe,p1779611006445,"Lacoste Lerond Black",6,-2,-,negative-to-zero
heal,marathon-pe,p1779611006445,"Lacoste Lerond Black",8,-2,-,negative-to-zero
heal,marathon-pe,p1779717428200,"On Cloud 6 Black",_,-1,-,negative-to-zero
heal,marathon-pe,p1779783713617,"Nike Air Force 1 White",5,-3,-,negative-to-zero
heal,marathon-pe,p1779784406481,"Nike Air Force 1 Off White Pink Blue",5,-1,-,negative-to-zero
heal,marathon-pe,p1779961929379,"Lacoste L-Guard Breaker Black",6,-1,-,negative-to-zero
heal,marathon-pe,p1779961929379,"Lacoste L-Guard Breaker Black",11,-1,-,negative-to-zero
heal,marathon-pe,p1780131767763,"Air Jordan 1 Retro High OG Chicago Red",6,-1,-,negative-to-zero
heal,marathon-pe,p1780735692089,"Nike Air Force 1 Brooklyn Off White",6,-1,-,negative-to-zero
heal,marathon-pe,p1780735692089,"Nike Air Force 1 Brooklyn Off White",_,-1,-,negative-to-zero
heal,marathon-pe,p1780740402191,"Nike Air Force 1 Black",6,-1,-,negative-to-zero
heal,marathon-pe,p1781006928023,"Nike SB Dunk Low Verdy Visty",_,-1,-,negative-to-zero
heal,marathon-pe,p1781084175824,"Nike Air Force 1 Cream Brown Gum",7,-1,-,negative-to-zero
heal,marathon-pe,p1781084175824,"Nike Air Force 1 Cream Brown Gum",11,-1,-,negative-to-zero
heal,marathon-pe,p1781530128019,"Nike Air Force 1 Low Ducks Of A Feather",6,-1,-,negative-to-zero
heal,marathon-pe,p1781530128019,"Nike Air Force 1 Low Ducks Of A Feather",9,-2,-,negative-to-zero
heal,marathon-pe,p1781530128019,"Nike Air Force 1 Low Ducks Of A Feather",10,-1,-,negative-to-zero
heal,marathon-pe,p1781530222899,"Nike Air Force 1 Fontanka White",7,-2,-,negative-to-zero
heal,marathon-pe,p1781530222899,"Nike Air Force 1 Fontanka White",8,-1,-,negative-to-zero
heal,marathon-pe,p1781530222899,"Nike Air Force 1 Fontanka White",10,-1,-,negative-to-zero
heal,marathon-pe,p1781530290392,"Nike Air Force 1 Tan Bling",7,-1,-,negative-to-zero
heal,marathon-pe,p1781530290392,"Nike Air Force 1 Tan Bling",9,-1,-,negative-to-zero
heal,marathon-pe,p1781530290392,"Nike Air Force 1 Tan Bling",_,-1,-,negative-to-zero
heal,marathon-pe,p1781543207153,"The North Face Verto Alpha Blue Black",6,-2,-,negative-to-zero
heal,marathon-pe,p1781543207153,"The North Face Verto Alpha Blue Black",8,-1,-,negative-to-zero
heal,marathon-pe,p1781543207153,"The North Face Verto Alpha Blue Black",9,-3,-,negative-to-zero
heal,marathon-pe,p1781636039444,"Nike Shox TL Full Black",6,-1,-,negative-to-zero
heal,marathon-pe,p1781636039444,"Nike Shox TL Full Black",8,-2,-,negative-to-zero
heal,marathon-pe,p1781636039444,"Nike Shox TL Full Black",_,-1,-,negative-to-zero
heal,marathon-pe,p1781636765032,"Nike Shox Persian Violet White",6,-1,-,negative-to-zero
heal,marathon-pe,p1781646595056,"Nike Mind 001 Slide Red",10,-1,-,negative-to-zero
heal,marathon-pe,p1781646731392,"Nike Mind Slide Grey",8,-1,-,negative-to-zero
heal,marathon-pe,p1781646861641,"Nike Mind 002 Black",5,-1,-,negative-to-zero
heal,marathon-pe,p1781646861641,"Nike Mind 002 Black",10,-1,-,negative-to-zero
heal,marathon-pe,p1781648199935,"Nike SB Dunk Low Black White",6,-1,-,negative-to-zero
heal,marathon-pe,p1781648199935,"Nike SB Dunk Low Black White",8,-4,-,negative-to-zero
heal,marathon-pe,p1781648199935,"Nike SB Dunk Low Black White",11,-1,-,negative-to-zero
heal,marathon-pe,p1781648310444,"Nike SB Dunk Low Pink/White",_,-1,-,negative-to-zero
heal,marathon-pe,p1781648850816,"Nike SB Dunk Low SE Easter Candy",5,-1,-,negative-to-zero
heal,marathon-pe,p1781649460930,"Nike SB Dunk Low Jarritos",6,-1,-,negative-to-zero
heal,marathon-pe,p1781649925620,"Nike SB Dunk Low Green White",9,-1,-,negative-to-zero
heal,marathon-pe,p1781941263779,"Nike P-6000 White Grey",_,-1,-,negative-to-zero
heal,marathon-pe,p1782002699857,"Nike Air Max Plus Black",7,-3,-,negative-to-zero
heal,marathon-pe,p1782003614286,"Nike Air Max Plus Black Pink Blue",_,-1,-,negative-to-zero
heal,marathon-pe,p1782055077934,"Nike SB Dunk Low Grey White",6,-1,-,negative-to-zero
heal,marathon-pe,p1782055077934,"Nike SB Dunk Low Grey White",7,-1,-,negative-to-zero
heal,marathon-pe,p1782055077934,"Nike SB Dunk Low Grey White",8,-1,-,negative-to-zero
heal,marathon-pe,p1782055077934,"Nike SB Dunk Low Grey White",10,-1,-,negative-to-zero
heal,marathon-pe,p1782055077934,"Nike SB Dunk Low Grey White",_,-2,-,negative-to-zero
heal,marathon-pe,p1782055999072,"Nike Free Metcon Grey White",10,-1,-,negative-to-zero
heal,marathon-pe,p1782056766007,"Nike Free Metcon White Black",8,-1,-,negative-to-zero
heal,marathon-pe,p1782554212937,"Portal",5_5,-1,-,negative-to-zero
heal,marathon-pe,p1782905563969,"Jordan 3 white with black ",6,-1,-,negative-to-zero
heal,marathon-pe,p1782913718916,"Nike air max 90 black ",7,-1,-,negative-to-zero
heal,marathon-pe,p1782914149631,"Nike air max 90 black with grey ",7,-1,-,negative-to-zero
heal,marathon-pe,p1782985855266,"Nike Air max 270 navy",6,-1,-,negative-to-zero
heal,marathon-pe,p1783246906783,"Under armor hovr white and gray ",_,-1,-,negative-to-zero
heal,marathon-pe,p1783335787603,"Air Jordan 1 low ",4,-1,-,negative-to-zero
heal,marathon-pe,p1783339846297,"Air Jordan pink",8,-6,-,negative-to-zero
heal,marathon-pe,p1783339846297,"Air Jordan pink",10,-1,-,negative-to-zero
heal,marathon-pe,p1783339932326,"Nike Tn brown ",4,-1,-,negative-to-zero
heal,marathon-pe,p1783340057277,"Nike TN",8,-1,-,negative-to-zero
heal,marathon-pe,p1783340097366,"Nike TN black",3,-1,-,negative-to-zero
heal,marathon-pe,p1783340097366,"Nike TN black",10,-1,-,negative-to-zero
heal,marathon-pe,p1783340596465,"Nike air black and white ",4,-4,-,negative-to-zero
heal,marathon-pe,p1783340649354,"Nike air pink",5,-1,-,negative-to-zero
heal,marathon-pe,p1783340649354,"Nike air pink",6,-1,-,negative-to-zero
heal,marathon-pe,p1783340892194,"Nike air full white ",6,-1,-,negative-to-zero
heal,marathon-pe,p1783341154846,"Jordan low green ",3,-1,-,negative-to-zero
heal,marathon-pe,p1783687716025,"Jordan low blue black",4,-1,-,negative-to-zero
heal,marathon-pe,p1783687716025,"Jordan low blue black",7,-1,-,negative-to-zero
heal,marathon-pe,p1783687716025,"Jordan low blue black",5_5,-1,-,negative-to-zero
heal,marathon-pe,p1783935409979,"Amiri",3,-1,-,negative-to-zero
heal,marathon-pe,p1783935688562,"Nike sacah ",3,-1,-,negative-to-zero
heal,marathon-pe,p1783952291536,"Nike portal",5,-1,-,negative-to-zero
heal,marathon-pe,p1783952291536,"Nike portal",7,-1,-,negative-to-zero
heal,marathon-pe,p1784031339929,"Nike air cream",4,-1,-,negative-to-zero
heal,marathon-pe,p1784033288610,"Soccerboot kit",33,-1,-,negative-to-zero
heal,marathon-pe,p1784202066180,"Nike portal blue ",4,-1,-,negative-to-zero
heal,marathon-pe,p1784202066180,"Nike portal blue ",5_5,-1,-,negative-to-zero
heal,marathon-pe,p1784203216677,"Labubu",26,-12,-,negative-to-zero
heal,marathon-pe,p1784208059238,"Lacoste brown ",_,-1,-,negative-to-zero
heal,marathon-pe,p1784212842924,"On cloud black white suede ",9,-1,-,negative-to-zero
heal,marathon-pe,p1784214175819,"Air force 1 black rubber",8,-1,-,negative-to-zero
heal,marathon-pe,p1784215024196,"Air force white",7,-1,-,negative-to-zero
heal,marathon-pe,p1784215415512,"Nike zoom white black ",9,-1,-,negative-to-zero
heal,marathon-pe,p1784551107750,"Air force one off white blue",9,-1,-,negative-to-zero
heal,marathon-pe,p1784637184621,"Nike blazer pitch ",3,-1,-,negative-to-zero
heal,marathon-pe,p1784706909940,"Polo Ralph Lauren Heritage Court II White",6,-1,-,negative-to-zero
heal,marathon-pe,p1784726655008,"Diesel slide red ",_,-1,-,negative-to-zero
